,canton_residence,urban,canton_work,Income,hh_income,employment_status,education_status,has_license,car_available,has_ga,age,gender
747,25.0,1.0,,,,2.0,1.0,0,0.0,0.0,16.872679039533978,0.0
750,2.0,1.0,23.0,18843.323471486015,9,2.0,0.0,1,0.0,0.0,51.87403797347997,1.0
757,22.0,1.0,22.0,10376.685113824744,6,1.0,0.0,1,1.0,0.0,39.967831356674424,1.0
758,21.0,1.0,21.0,2729.751384750414,2,5.0,0.0,1,0.0,0.0,66.30887825113496,0.0
772,19.0,1.0,19.0,2594.229392365691,2,1.0,0.0,1,1.0,0.0,52.924289863288095,1.0
775,18.0,1.0,18.0,3433.4985106295744,2,1.0,0.0,1,1.0,0.0,45.40961812590399,0.0
783,22.0,0.0,9.0,4330.755700352999,3,1.0,0.0,1,0.0,0.0,29.75057944047353,0.0
785,17.0,0.0,25.0,5140.433350003914,3,2.0,0.0,0,0.0,0.0,19.152180519941567,0.0
786,19.0,1.0,19.0,3597.2508990234232,2,5.0,0.0,1,1.0,0.0,65.9135575682476,1.0
811,25.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.791092397610328,1.0
816,5.0,1.0,5.0,8476.815518961776,5,1.0,0.0,1,1.0,0.0,30.959920020977506,0.0
817,20.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.37974124495031,0.0
841,19.0,1.0,19.0,7112.60344858451,4,2.0,0.0,1,1.0,0.0,41.96356433114329,0.0
843,11.0,1.0,13.0,2906.9533215776546,2,5.0,0.0,1,0.0,0.0,80.43584053988911,0.0
847,17.0,1.0,17.0,5998.268606290088,3,2.0,0.0,1,1.0,0.0,60.80760258795931,0.0
852,1.0,1.0,1.0,6319.857345190108,4,1.0,0.0,0,0.0,0.0,30.146978754296015,0.0
868,1.0,1.0,1.0,913.7327794572575,1,2.0,0.0,0,0.0,0.0,25.309630242466028,0.0
880,24.0,1.0,,,,4.0,1.0,0,0.0,0.0,8.121873548713666,1.0
884,2.0,1.0,2.0,1060.836035340149,1,5.0,0.0,0,0.0,1.0,74.9732201192021,1.0
892,1.0,1.0,1.0,4183.162062766313,3,1.0,0.0,1,0.0,0.0,55.01028761799989,1.0
899,1.0,0.0,5.0,3040.2012983604805,2,1.0,0.0,1,0.0,0.0,43.083213327429576,0.0
905,1.0,1.0,1.0,2161.2337958074463,2,1.0,0.0,1,0.0,0.0,56.3807158358311,0.0
906,22.0,1.0,22.0,10502.232008284816,6,2.0,0.0,1,1.0,0.0,45.69497496571125,1.0
928,2.0,0.0,2.0,2022.9923942006876,2,2.0,0.0,0,0.0,0.0,20.70876871702967,1.0
931,1.0,1.0,1.0,6600.128322285791,4,1.0,0.0,1,0.0,0.0,27.695193533643987,1.0
942,24.0,1.0,22.0,7805.988000179592,4,2.0,0.0,1,0.0,1.0,63.7444937531759,1.0
949,21.0,1.0,25.0,6624.165483944174,4,2.0,0.0,0,0.0,0.0,21.376720218708897,0.0
953,1.0,1.0,20.0,6896.044715272481,4,5.0,0.0,1,0.0,0.0,82.68782767309153,0.0
955,21.0,1.0,21.0,2914.1805406802073,2,5.0,0.0,1,0.0,0.0,90.16307475113035,0.0
964,19.0,1.0,22.0,3100.6193938023375,2,1.0,0.0,1,0.0,0.0,43.37548470454158,0.0
970,9.0,1.0,9.0,20480.784826096133,9,5.0,0.0,1,1.0,0.0,84.48573498294718,1.0
984,22.0,1.0,22.0,10031.187840478684,6,2.0,0.0,1,0.0,0.0,59.363569564262434,1.0
998,2.0,1.0,19.0,1188.7493533054137,1,2.0,0.0,1,0.0,0.0,63.49532890786327,1.0
1008,1.0,1.0,2.0,6052.852870095965,4,2.0,0.0,0,0.0,0.0,24.48047247624845,0.0
1015,13.0,1.0,13.0,4512.301141864373,3,1.0,0.0,1,0.0,0.0,41.92087698642695,1.0
1024,1.0,1.0,1.0,3554.0786155066,2,1.0,0.0,1,0.0,0.0,47.78120344482727,1.0
1025,2.0,1.0,2.0,3056.3222376939902,2,1.0,0.0,1,1.0,0.0,48.147053644376,0.0
1042,2.0,1.0,2.0,1818.7470820585193,1,2.0,0.0,1,0.0,0.0,50.16007411467649,1.0
1046,1.0,1.0,1.0,8652.502296474773,5,2.0,0.0,1,1.0,0.0,49.82110813895201,1.0
1056,22.0,1.0,22.0,949.9510366827865,1,1.0,0.0,1,0.0,0.0,27.385717820035097,1.0
1057,22.0,0.0,,,,4.0,1.0,0,0.0,0.0,9.901256075492029,0.0
1061,2.0,1.0,2.0,33015.48732161423,9,1.0,0.0,0,0.0,0.0,23.135358609633613,0.0
1072,2.0,1.0,2.0,16668.43615953,9,1.0,0.0,1,1.0,0.0,50.786814569405124,0.0
1087,21.0,1.0,21.0,2962.8415610423103,2,1.0,0.0,1,1.0,0.0,43.14315463598609,1.0
1089,2.0,1.0,2.0,2844.4746475470524,2,1.0,0.0,0,0.0,0.0,38.96764926013361,1.0
1103,1.0,1.0,1.0,8572.016788543631,5,1.0,0.0,1,0.0,0.0,54.14039805888524,1.0
1121,19.0,0.0,19.0,3383.3630379123906,2,1.0,0.0,1,0.0,1.0,41.52108834199771,0.0
1124,5.0,1.0,5.0,7616.535657533243,4,1.0,0.0,1,0.0,0.0,50.64627031174928,1.0
1126,20.0,1.0,,,,4.0,1.0,0,0.0,0.0,10.157578221879248,0.0
1131,3.0,1.0,,,,4.0,1.0,0,0.0,0.0,10.997420396375219,0.0
1133,2.0,1.0,2.0,3943.274624169603,2,5.0,0.0,1,1.0,0.0,72.02415147168404,0.0
1139,1.0,1.0,1.0,8044.211995234791,5,1.0,0.0,1,0.0,0.0,49.51934241042159,0.0
1142,21.0,0.0,21.0,726.4175165407169,1,2.0,0.0,1,1.0,0.0,53.12911998098207,1.0
1143,2.0,1.0,2.0,4339.16397853419,3,2.0,0.0,1,1.0,0.0,48.41910606414899,1.0
1152,1.0,1.0,1.0,9596.760784303046,5,1.0,0.0,1,1.0,0.0,48.6772851271096,0.0
1167,1.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.32159205069911,0.0
1168,2.0,0.0,2.0,14685.525490415761,8,1.0,0.0,0,0.0,0.0,21.038882197942712,1.0
1171,13.0,1.0,13.0,5587.874926459978,3,5.0,0.0,0,0.0,0.0,74.92030984838402,1.0
1178,19.0,1.0,19.0,12639.935448451257,7,1.0,0.0,1,1.0,0.0,50.56175954133528,1.0
1193,2.0,0.0,2.0,10816.757778161736,6,1.0,0.0,1,0.0,0.0,37.69126658129949,1.0
1202,1.0,1.0,23.0,5034.510247184429,3,1.0,0.0,1,0.0,0.0,57.97767201106353,0.0
1206,1.0,1.0,1.0,6746.182862229443,4,2.0,0.0,0,0.0,0.0,57.824794467052016,1.0
1228,1.0,1.0,1.0,37514.41050856011,9,1.0,0.0,1,1.0,0.0,48.26422001786409,1.0
1240,2.0,1.0,2.0,43801.897535356045,9,2.0,0.0,1,1.0,0.0,38.86009791685569,1.0
1246,3.0,1.0,3.0,4859.114321575667,3,1.0,0.0,1,1.0,0.0,39.649532656933616,0.0
1260,13.0,1.0,,,,4.0,1.0,0,0.0,0.0,12.327547670756076,0.0
1261,17.0,1.0,17.0,1557.9240403442018,1,1.0,0.0,1,1.0,0.0,59.46559990905598,0.0
1268,3.0,0.0,3.0,11584.095541920855,6,1.0,0.0,1,1.0,0.0,50.48302510081203,0.0
1273,1.0,1.0,1.0,1356.9646862296631,1,5.0,0.0,1,1.0,0.0,90.3124656013365,1.0
1279,20.0,1.0,1.0,2861.220695581539,2,1.0,0.0,1,0.0,0.0,39.186030721277575,1.0
1284,12.0,1.0,12.0,1866.815264786052,1,2.0,0.0,0,0.0,0.0,44.5546993504272,1.0
1285,10.0,1.0,10.0,9979.084312670098,5,1.0,0.0,1,1.0,0.0,54.58214569062329,0.0
1290,3.0,0.0,3.0,931.6981269838135,1,2.0,0.0,0,0.0,0.0,18.454354850055097,0.0
1296,1.0,1.0,1.0,4608.4172514676375,3,1.0,0.0,1,0.0,0.0,54.19328063549892,0.0
1305,25.0,1.0,25.0,38730.218308357056,9,1.0,0.0,1,1.0,0.0,33.2646549243816,1.0
1307,10.0,1.0,24.0,3715.6989042700284,2,2.0,0.0,1,0.0,1.0,59.19201853643153,1.0
1312,17.0,1.0,17.0,10759.677821155601,6,2.0,0.0,1,1.0,0.0,37.564488678196085,1.0
1315,2.0,1.0,2.0,17449.06504215244,9,2.0,0.0,1,1.0,0.0,41.6048733234752,1.0
1320,22.0,1.0,6.0,5137.321047312402,3,1.0,0.0,0,0.0,0.0,37.312993938018735,0.0
1326,25.0,1.0,25.0,2261.9214821848072,2,1.0,0.0,0,0.0,0.0,25.36729759482273,1.0
1336,25.0,1.0,25.0,867.0394792489114,1,2.0,0.0,1,0.0,1.0,23.565749842917285,1.0
1337,18.0,1.0,18.0,5508.418688518581,3,1.0,0.0,1,1.0,0.0,55.24824698518091,0.0
1350,1.0,1.0,1.0,5861.670822498797,3,1.0,0.0,1,0.0,0.0,45.86308258887834,1.0
1355,19.0,1.0,,,,4.0,1.0,0,0.0,0.0,11.229274149514367,0.0
1364,22.0,0.0,22.0,2497.8655823896597,2,1.0,0.0,0,0.0,0.0,46.27068064335208,1.0
1373,13.0,1.0,13.0,1035.0661798114331,1,1.0,0.0,0,0.0,0.0,49.409399469809614,1.0
1374,2.0,0.0,2.0,4699.376052738109,3,2.0,0.0,1,1.0,0.0,51.61906490589445,1.0
1379,13.0,1.0,13.0,982.8456456732603,1,2.0,0.0,1,0.0,0.0,32.93226800988714,1.0
1382,23.0,1.0,2.0,998.8096184804788,1,1.0,0.0,1,0.0,0.0,39.361499206462895,1.0
1400,3.0,0.0,,,,4.0,1.0,0,0.0,0.0,14.312279673140893,0.0
1403,19.0,1.0,19.0,5250.886035206892,3,1.0,0.0,1,1.0,0.0,46.70384204773927,1.0
1408,3.0,1.0,3.0,1909.664174564455,1,1.0,0.0,1,1.0,0.0,56.22286400482358,1.0
1418,1.0,1.0,1.0,14345.853338099976,8,2.0,0.0,0,0.0,0.0,23.437792757525585,1.0
1421,23.0,1.0,1.0,4921.567695252568,3,2.0,0.0,1,0.0,0.0,38.813816883898426,1.0
1424,23.0,1.0,21.0,3648.585818015149,2,1.0,0.0,0,0.0,0.0,36.29863273978549,0.0
1434,22.0,1.0,23.0,4786.0590047077485,3,2.0,0.0,1,0.0,0.0,58.97847995018151,0.0
1446,23.0,1.0,23.0,10109.120040443257,6,5.0,0.0,0,0.0,0.0,64.19700487326327,1.0
1463,23.0,1.0,23.0,1463.6153616298393,1,5.0,0.0,1,1.0,0.0,80.02020544200354,1.0
1472,1.0,1.0,1.0,2020.9617832701117,2,2.0,0.0,1,1.0,0.0,49.839119426509114,1.0
1479,19.0,1.0,19.0,9168.251635865845,5,1.0,0.0,1,1.0,0.0,46.96360305465123,1.0
1481,2.0,1.0,,,,2.0,1.0,0,0.0,0.0,15.098537371824477,1.0
1498,1.0,1.0,1.0,7202.905414741632,4,5.0,0.0,1,1.0,0.0,67.71739560416722,1.0
1522,19.0,1.0,19.0,7696.036254067299,4,1.0,0.0,1,0.0,1.0,60.862147279137616,0.0
1523,1.0,1.0,,,,4.0,1.0,0,0.0,0.0,14.37695360489829,0.0
1530,2.0,1.0,,,,2.0,1.0,0,0.0,0.0,16.404946656054108,1.0
1534,11.0,0.0,11.0,928.5156569625607,1,1.0,0.0,0,0.0,0.0,19.0106697196577,0.0
1535,2.0,1.0,26.0,2937.041698259741,2,2.0,0.0,1,0.0,0.0,47.179818590091145,1.0
1540,18.0,1.0,,,,4.0,1.0,0,0.0,0.0,8.188010995267632,1.0
1543,19.0,1.0,19.0,3768.2817248341817,2,1.0,0.0,0,0.0,0.0,29.300591611635127,1.0
1548,13.0,1.0,13.0,13735.175371149578,7,5.0,0.0,1,1.0,1.0,77.4468320757992,0.0
1551,23.0,0.0,23.0,6897.18105505211,4,1.0,0.0,1,0.0,0.0,54.68550761715869,0.0
1555,2.0,1.0,2.0,2921.686012763177,2,2.0,0.0,1,1.0,0.0,28.09126548557606,1.0
1593,13.0,0.0,17.0,4592.208701502964,3,2.0,0.0,0,0.0,0.0,21.032736761155093,0.0
1602,2.0,1.0,2.0,5190.804674971501,3,1.0,0.0,1,1.0,0.0,30.393448571045155,0.0
1615,2.0,1.0,,,,4.0,1.0,0,0.0,0.0,14.73506009223729,0.0
1621,25.0,1.0,25.0,28085.501515570144,9,2.0,0.0,1,0.0,0.0,29.994177881720816,1.0
1628,22.0,1.0,22.0,1544.609186552728,1,2.0,0.0,1,1.0,0.0,50.4518958737151,1.0
1629,2.0,0.0,2.0,14135.649002166474,8,2.0,0.0,1,0.0,0.0,58.13803301610528,0.0
1636,2.0,1.0,2.0,20505.775705147924,9,1.0,0.0,1,1.0,0.0,54.11960562646959,0.0
1639,2.0,0.0,2.0,10201.844843825684,6,2.0,0.0,1,1.0,1.0,61.742100628971684,0.0
1654,17.0,1.0,17.0,7389.760046663728,4,2.0,0.0,1,0.0,0.0,54.26793730466238,1.0
1668,18.0,0.0,18.0,8559.226120120033,5,1.0,0.0,1,1.0,0.0,37.53160261119001,0.0
1675,23.0,1.0,23.0,2177.611508109767,2,1.0,0.0,1,1.0,0.0,58.85419744141359,0.0
1680,2.0,1.0,21.0,4109.54220061558,3,1.0,0.0,1,0.0,0.0,52.235410145510286,1.0
1688,26.0,1.0,2.0,1172.3006441806606,1,5.0,0.0,1,1.0,0.0,75.74813290470729,0.0
1693,2.0,1.0,23.0,7781.0288431611525,4,1.0,0.0,1,0.0,0.0,62.25345634487712,0.0
1699,12.0,1.0,2.0,3161.2510172798375,2,2.0,0.0,1,0.0,0.0,45.55322501456635,0.0
1703,21.0,1.0,21.0,5476.998422736599,3,1.0,0.0,1,1.0,0.0,42.576415608834395,0.0
1705,25.0,1.0,25.0,5332.631818999856,3,2.0,0.0,1,1.0,0.0,53.973498325091896,0.0
1706,23.0,1.0,23.0,579.9675528669377,1,2.0,0.0,1,0.0,1.0,23.839666131716058,0.0
1714,17.0,1.0,,,,4.0,1.0,0,0.0,0.0,8.219605342749219,1.0
1720,17.0,1.0,17.0,2795.8506188128813,2,2.0,0.0,1,0.0,0.0,25.783200721791218,0.0
1722,1.0,1.0,1.0,15449.545400862422,8,5.0,0.0,1,0.0,0.0,83.9674253348528,1.0
1724,5.0,1.0,,,,2.0,1.0,0,0.0,0.0,15.86818240091361,0.0
1732,1.0,1.0,1.0,20805.417265463588,9,2.0,0.0,1,1.0,0.0,48.191469288651206,1.0
1737,1.0,1.0,12.0,4742.303568472888,3,5.0,0.0,1,0.0,0.0,79.59023915174112,0.0
1738,1.0,1.0,1.0,3291.8657737435283,2,1.0,0.0,1,1.0,0.0,53.83626696809097,1.0
1742,12.0,1.0,12.0,2764.5548136313528,2,2.0,0.0,1,1.0,0.0,52.41568647397071,1.0
1759,1.0,1.0,10.0,3715.483096652709,2,1.0,0.0,1,0.0,1.0,39.272785817368,0.0
1766,19.0,1.0,,,,2.0,1.0,0,0.0,0.0,17.32348929184309,1.0
1767,1.0,1.0,1.0,5700.45873869149,3,1.0,0.0,1,0.0,1.0,22.10451568083363,1.0
1768,17.0,1.0,,,,4.0,1.0,0,0.0,1.0,9.276446266884477,0.0
1796,5.0,1.0,5.0,6409.7933521745335,4,2.0,0.0,1,0.0,0.0,43.94582252790792,0.0
1814,2.0,1.0,2.0,6635.749223587041,4,1.0,0.0,0,0.0,0.0,37.413427741733585,0.0
1824,22.0,1.0,22.0,1237.63581620724,1,1.0,0.0,1,1.0,0.0,45.1586600693297,0.0
1828,10.0,0.0,,,,4.0,1.0,0,0.0,0.0,13.000287524203259,0.0
1831,11.0,1.0,11.0,62037.05333477486,9,1.0,0.0,1,1.0,0.0,34.24304829724565,0.0
1832,1.0,1.0,1.0,14151.77241069388,8,1.0,0.0,1,1.0,0.0,37.64732247504003,0.0
1847,21.0,1.0,3.0,1704.1269010507813,1,5.0,0.0,1,0.0,0.0,76.47652087032566,0.0
1852,12.0,1.0,,,,4.0,1.0,0,0.0,0.0,14.855461628452986,0.0
1854,5.0,1.0,3.0,1912.1001362892189,1,1.0,0.0,1,0.0,1.0,47.51061533781922,1.0
1857,19.0,1.0,19.0,1062.6850380647725,1,1.0,0.0,1,0.0,0.0,53.701234258311615,0.0
1860,25.0,1.0,,,,4.0,1.0,0,0.0,0.0,12.406963285929578,0.0
1862,2.0,0.0,2.0,3232.2065241797904,2,5.0,0.0,1,0.0,0.0,85.10170512174273,1.0
1872,10.0,1.0,10.0,5346.194592729484,3,1.0,0.0,1,1.0,0.0,38.821929653385496,0.0
1882,17.0,1.0,,,,4.0,1.0,0,0.0,0.0,8.68106362063918,0.0
1886,1.0,1.0,1.0,4864.504685601981,3,2.0,0.0,1,0.0,0.0,39.48120696603041,0.0
1887,2.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.940550513592825,0.0
1889,2.0,1.0,2.0,7207.120499399082,4,1.0,0.0,1,1.0,0.0,50.95044092607509,0.0
1900,22.0,1.0,22.0,1889.1649788459804,1,2.0,0.0,1,1.0,0.0,28.969427659885014,1.0
1908,10.0,1.0,10.0,13721.884193416721,7,2.0,0.0,1,0.0,0.0,29.24769082239277,1.0
1909,12.0,1.0,12.0,1769.0563799081006,1,1.0,0.0,1,1.0,0.0,41.779660560783896,0.0
1913,2.0,1.0,,,,2.0,1.0,0,0.0,1.0,21.828462018613664,1.0
1925,21.0,1.0,2.0,5612.823244042755,3,2.0,0.0,1,0.0,0.0,63.4259864375349,1.0
1930,2.0,1.0,2.0,13835.647646173726,7,2.0,0.0,1,1.0,0.0,58.95211968760805,1.0
1940,1.0,1.0,1.0,787.9802744504365,1,1.0,0.0,1,1.0,0.0,60.505691555495105,0.0
1945,25.0,1.0,25.0,31827.604351770704,9,2.0,0.0,1,0.0,0.0,24.52830381992726,0.0
1953,12.0,1.0,12.0,13173.935606292885,7,1.0,0.0,1,1.0,0.0,36.58113403767038,0.0
1964,11.0,1.0,19.0,4681.621868847488,3,1.0,0.0,1,0.0,1.0,38.53552675750848,0.0
1971,22.0,1.0,22.0,8152.929058944488,5,1.0,0.0,1,1.0,0.0,36.19834708082794,1.0
