,id,dim_name,event_name,event_type,main_start_date,gap_start_date,duration,main_duration,gap_duration,Sex
113,113,Existence,Birth,Event,1847.1384426467105,1916.6454027680977,69.50696012138752,69.50696012138752,0.0,0
114,114,Existence,Birth,Event,2014.1454328155755,2076.799832652531,62.65439983695558,62.65439983695558,0.0,1
115,115,Existence,Birth,Event,1970.2377807022733,2071.1269565068005,100.8891758045268,100.8891758045268,0.0,0
116,116,Existence,Birth,Event,1901.043896158507,1966.4582528829408,65.41435672443367,65.41435672443367,0.0,1
117,117,Existence,Birth,Event,2043.728377983051,2095.985884206429,52.257506223378265,52.257506223378265,0.0,0
118,118,Existence,Birth,Event,1970.782422915111,2046.767473819917,75.98505090480613,75.98505090480613,0.0,1
119,119,Existence,Birth,Event,2006.662434171064,2068.2431752342304,61.580741063166414,61.580741063166414,0.0,0
120,120,Existence,Birth,Event,1925.8527042708988,2017.7852477144745,91.93254344357572,91.93254344357572,0.0,0
121,121,Existence,Birth,Event,2003.7135393058693,2034.482362826373,30.768823520503418,30.768823520503418,0.0,1
122,122,Existence,Birth,Event,1859.7242898737093,1910.545606924059,50.821317050349606,50.821317050349606,0.0,1
123,123,Existence,Birth,Event,1950.4831070369405,2038.1307792753555,87.64767223841494,87.64767223841494,0.0,1
124,124,Existence,Birth,Event,1884.8126984717708,1952.4247257488692,67.61202727709869,67.61202727709869,0.0,1
125,125,Existence,Birth,Event,1933.6674866615583,2001.640525314576,67.97303865301761,67.97303865301761,0.0,1
126,126,Existence,Birth,Event,2045.0011343865765,2126.59681874772,81.59568436114313,81.59568436114313,0.0,0
127,127,Existence,Birth,Event,1990.8649053366933,2015.2319939926413,24.36708865594817,24.36708865594817,0.0,0
128,128,Existence,Birth,Event,1911.516876088079,1959.8060718547365,48.28919576665719,48.28919576665719,0.0,1
129,129,Existence,Birth,Event,1891.2449260833605,1979.483116345248,88.23819026188765,88.23819026188765,0.0,0
130,130,Existence,Birth,Event,1879.3675253820204,1912.4991327196124,33.131607337591994,33.131607337591994,0.0,1
131,131,Existence,Birth,Event,1833.2878428381205,1927.5593600587636,94.27151722064292,94.27151722064292,0.0,1
132,132,Existence,Birth,Event,1938.5097076566456,2027.9907197177672,89.48101206112156,89.48101206112156,0.0,1
133,133,Existence,Birth,Event,1911.381808727683,2008.6636210419424,97.28181231425955,97.28181231425955,0.0,0
134,134,Existence,Birth,Event,1889.070304769332,1955.279893171959,66.20958840262692,66.20958840262692,0.0,1
135,135,Existence,Birth,Event,1879.5901026439208,1937.246500526884,57.65639788296308,57.65639788296308,0.0,1
136,136,Existence,Birth,Event,2007.0724029406688,2102.8036937047186,95.73129076404985,95.73129076404985,0.0,0
137,137,Existence,Birth,Event,1895.4441393822292,2005.363272385935,109.91913300370572,109.91913300370572,0.0,1
138,138,Existence,Birth,Event,1885.7191713885527,1931.330545458924,45.61137407037047,45.61137407037047,0.0,0
139,139,Existence,Birth,Event,1883.987553483592,1971.598080444984,87.61052696139215,87.61052696139215,0.0,0
140,140,Existence,Birth,Event,1952.8515225983756,1988.4115470992176,35.56002450084233,35.56002450084233,0.0,0
141,141,Existence,Birth,Event,2019.479166782898,2049.757116587913,30.277949805015545,30.277949805015545,0.0,0
142,142,Existence,Birth,Event,1887.4652632282969,1922.1716943178933,34.70643108959696,34.70643108959696,0.0,0
143,143,Existence,Birth,Event,1905.3384388590057,2006.7705481326093,101.4321092736039,101.4321092736039,0.0,0
144,144,Existence,Birth,Event,1962.1786639181812,2037.800089388343,75.62142547016161,75.62142547016161,0.0,1
145,145,Existence,Birth,Event,1981.741428356809,2038.5014517559227,56.76002339911405,56.76002339911405,0.0,0
146,146,Existence,Birth,Event,1999.7671442400344,2066.9022274062445,67.13508316621032,67.13508316621032,0.0,0
147,147,Existence,Birth,Event,1986.793006078085,2048.8873335496155,62.09432747153047,62.09432747153047,0.0,1
148,148,Existence,Birth,Event,1951.5310298402549,2056.208867497543,104.67783765728792,104.67783765728792,0.0,1
149,149,Existence,Birth,Event,1881.819723369992,1958.5761048702836,76.75638150029143,76.75638150029143,0.0,0
150,150,Existence,Birth,Event,2027.65260014984,2073.204689945767,45.552089795927,45.552089795927,0.0,1
151,151,Existence,Birth,Event,1957.0617150883916,2023.776069707283,66.71435461889189,66.71435461889189,0.0,1
152,152,Existence,Birth,Event,2044.8338159873065,2127.0455709100715,82.21175492276527,82.21175492276527,0.0,1
153,153,Existence,Birth,Event,2012.812443110118,2080.711931256121,67.89948814600265,67.89948814600265,0.0,1
154,154,Existence,Birth,Event,2037.8752428006303,2109.6878670579204,71.81262425729011,71.81262425729011,0.0,1
155,155,Existence,Birth,Event,2013.4413875101263,2083.506756989989,70.06536947986211,70.06536947986211,0.0,1
156,156,Existence,Birth,Event,1881.6295814649447,1975.3730257625543,93.74344429760907,93.74344429760907,0.0,1
157,157,Existence,Birth,Event,1942.2296263674227,2032.946972982268,90.7173466148454,90.7173466148454,0.0,1
158,158,Existence,Birth,Event,1942.2296263674227,2032.946972982268,90.7173466148454,90.7173466148454,0.0,0
159,159,Existence,Birth,Event,1872.0520660711784,1941.290019042926,69.23795297174775,69.23795297174775,0.0,0
160,160,Existence,Birth,Event,2025.621099542132,2124.2845979919302,98.66349844979835,98.66349844979835,0.0,1
161,161,Existence,Birth,Event,2044.990322796892,2101.6553077099666,56.6649849130749,56.6649849130749,0.0,1
162,162,Existence,Birth,Event,1934.0436655224655,2025.6734977644887,91.62983224202296,91.62983224202296,0.0,1
163,163,Existence,Birth,Event,1969.7515097804223,2067.601517744734,97.85000796431136,97.85000796431136,0.0,1
164,164,Existence,Birth,Event,1963.058636973396,2049.4653146651294,86.40667769173362,86.40667769173362,0.0,1
165,165,Existence,Birth,Event,1932.6173841390253,1983.419445607719,50.8020614686934,50.8020614686934,0.0,0
166,166,Existence,Birth,Event,2017.5896687537288,2061.414512166258,43.82484341252992,43.82484341252992,0.0,1
167,167,Existence,Birth,Event,2028.01527632456,2109.8466716696616,81.83139534510151,81.83139534510151,0.0,0
168,168,Existence,Birth,Event,1918.7366646911737,1980.1650478262677,61.42838313509351,61.42838313509351,0.0,0
169,169,Existence,Birth,Event,1890.240274349697,1923.0201848386355,32.779910488938455,32.779910488938455,0.0,1
170,170,Existence,Birth,Event,1870.652974235124,1932.4969928453224,61.84401861019855,61.84401861019855,0.0,1
171,171,Existence,Birth,Event,1985.224532243588,2044.7333308666157,59.50879862302745,59.50879862302745,0.0,1
172,172,Existence,Birth,Event,2001.8281224382647,2049.039239749394,47.21111731112886,47.21111731112886,0.0,0
173,173,Existence,Birth,Event,1851.400001959051,1960.4668812479192,109.06687928886828,109.06687928886828,0.0,0
174,174,Existence,Birth,Event,1976.4067819415309,2069.941178611886,93.53439667035512,93.53439667035512,0.0,1
175,175,Existence,Birth,Event,1915.4573329486373,1973.5098676752773,58.05253472664002,58.05253472664002,0.0,0
176,176,Existence,Birth,Event,1923.665356644556,1995.264592667884,71.59923602332792,71.59923602332792,0.0,0
177,177,Existence,Birth,Event,1903.8560513666305,1970.647080163921,66.7910287972906,66.7910287972906,0.0,0
178,178,Existence,Birth,Event,1899.6184187451124,1992.308153237975,92.68973449286246,92.68973449286246,0.0,0
179,179,Existence,Birth,Event,1852.7106725183164,1952.403898895653,99.6932263773362,99.6932263773362,0.0,1
180,180,Existence,Birth,Event,2046.3654039840612,2127.968354775628,81.60295079156673,81.60295079156673,0.0,0
181,181,Existence,Birth,Event,2047.7220086370169,2078.4411083082173,30.7190996712008,30.7190996712008,0.0,0
182,182,Existence,Birth,Event,1992.987401143944,2074.307507104692,81.32010596074788,81.32010596074788,0.0,1
183,183,Existence,Birth,Event,2009.888194745547,2112.3065504595465,102.41835571399945,102.41835571399945,0.0,0
184,184,Existence,Birth,Event,2037.1997014063195,2146.449659040759,109.24995763443978,109.24995763443978,0.0,1
185,185,Existence,Birth,Event,2016.613196800052,2041.087789873341,24.4745930732892,24.4745930732892,0.0,1
186,186,Existence,Birth,Event,1972.652983630707,2017.8818298961453,45.22884626543832,45.22884626543832,0.0,0
187,187,Existence,Birth,Event,1928.7747012937243,2022.0333161765773,93.25861488285295,93.25861488285295,0.0,1
188,188,Existence,Birth,Event,2019.4794836428705,2103.3090887952,83.82960515232949,83.82960515232949,0.0,1
189,189,Existence,Birth,Event,1980.820819382516,2025.169129678785,44.34831029626901,44.34831029626901,0.0,1
190,190,Existence,Birth,Event,2042.449618026413,2121.8006331896536,79.35101516324063,79.35101516324063,0.0,1
191,191,Existence,Birth,Event,1951.7222412700503,2040.3653966797824,88.64315540973232,88.64315540973232,0.0,1
192,192,Existence,Birth,Event,2012.7635879843936,2075.4729021658577,62.709314181463846,62.709314181463846,0.0,1
193,193,Existence,Birth,Event,1842.2376762476736,1900.455729379235,58.21805313156152,58.21805313156152,0.0,0
194,194,Existence,Birth,Event,1803.1430517348715,1900.9777824754292,97.83473074055811,97.83473074055811,0.0,1
195,195,Existence,Birth,Event,1862.8633568591445,1921.196171646067,58.33281478692212,58.33281478692212,0.0,1
196,196,Existence,Birth,Event,2043.6915037910665,2146.9308250528293,103.23932126176324,103.23932126176324,0.0,1
197,197,Existence,Birth,Event,1970.106828006871,2051.253957517946,81.14712951107512,81.14712951107512,0.0,0
198,198,Existence,Birth,Event,1893.0693383981124,1971.2822829705408,78.21294457242836,78.21294457242836,0.0,0
199,199,Existence,Birth,Event,1960.0301310874036,2041.6964099812424,81.66627889383902,81.66627889383902,0.0,0
200,200,Existence,Birth,Event,1831.9775275458671,1902.993174231403,71.01564668553576,71.01564668553576,0.0,0
201,201,Existence,Birth,Event,1892.9173712025963,1941.233936414936,48.31656521233972,48.31656521233972,0.0,0
202,202,Existence,Birth,Event,1853.226841655821,1950.6581354788132,97.43129382299205,97.43129382299205,0.0,0
203,203,Existence,Birth,Event,1964.200249909053,2044.7032532160144,80.50300330696146,80.50300330696146,0.0,1
204,204,Existence,Birth,Event,1944.0476601933867,1989.6716704735704,45.62401028018341,45.62401028018341,0.0,1
205,205,Existence,Birth,Event,1956.3620927802365,2058.1494022657357,101.78730948549892,101.78730948549892,0.0,1
206,206,Existence,Birth,Event,1935.4334721504897,1985.6906319429315,50.25715979244193,50.25715979244193,0.0,1
207,207,Existence,Birth,Event,1990.179136635869,2043.377757300134,53.19862066426482,53.19862066426482,0.0,1
208,208,Existence,Birth,Event,1970.3475668543288,2020.9005106016689,50.55294374733997,50.55294374733997,0.0,1
209,209,Existence,Birth,Event,1953.9179608407449,1978.6557914968887,24.737830656144197,24.737830656144197,0.0,0
210,210,Existence,Birth,Event,1924.717461257618,1991.177790759374,66.4603295017561,66.4603295017561,0.0,1
211,211,Existence,Birth,Event,1830.305694086161,1930.9702285726664,100.66453448650536,100.66453448650536,0.0,0
212,212,Existence,Birth,Event,2025.708625406901,2091.2742123109256,65.5655869040246,65.5655869040246,0.0,0
213,213,Existence,Birth,Event,1922.1180590158635,1982.2513351819084,60.13327616604513,60.13327616604513,0.0,1
214,214,Existence,Birth,Event,2012.635675036814,2103.212943927783,90.5772688909689,90.5772688909689,0.0,1
215,215,Existence,Birth,Event,1995.5176371352445,2051.015420243392,55.49778310814726,55.49778310814726,0.0,0
216,216,Existence,Birth,Event,1971.3115421956345,2043.566848491627,72.2553062959926,72.2553062959926,0.0,1
217,217,Existence,Birth,Event,1824.804729586851,1913.727214895823,88.92248530897207,88.92248530897207,0.0,1
218,218,Existence,Birth,Event,1968.0908009345555,2036.571519384849,68.48071845029308,68.48071845029308,0.0,1
219,219,Existence,Birth,Event,1973.3810981863303,2016.5121147384368,43.1310165521066,43.1310165521066,0.0,0
220,220,Existence,Birth,Event,2033.8698108181504,2104.9943483877423,71.12453756959171,71.12453756959171,0.0,0
221,221,Existence,Birth,Event,1898.482954356149,1969.8865396226488,71.40358526649908,71.40358526649908,0.0,1
222,222,Existence,Birth,Event,1949.7648755929924,2032.0639018487652,82.2990262557729,82.2990262557729,0.0,0
223,223,Existence,Birth,Event,1936.5620611816744,1979.008409559447,42.44634837777268,42.44634837777268,0.0,1
224,224,Existence,Birth,Event,1959.1524667710748,2059.142421002081,99.98995423100608,99.98995423100608,0.0,0
225,225,Existence,Birth,Event,1867.3732459250357,1903.973580319358,36.600334394322495,36.600334394322495,0.0,1
226,226,Existence,Birth,Event,1820.1403417610784,1900.0259662010697,79.8856244399912,79.8856244399912,0.0,1
227,227,Existence,Birth,Event,1866.470990284896,1942.0960456240464,75.62505533915099,75.62505533915099,0.0,1
228,228,Existence,Birth,Event,1876.664239806432,1956.790770369422,80.12653056299001,80.12653056299001,0.0,1
229,229,Existence,Birth,Event,1974.7180248507536,2055.2039009870323,80.4858761362783,80.4858761362783,0.0,1
230,230,Existence,Birth,Event,1883.2813779113003,1963.1660731501736,79.88469523887322,79.88469523887322,0.0,1
231,231,Existence,Birth,Event,1882.138276843431,1949.3538753516616,67.21559850823073,67.21559850823073,0.0,1
232,232,Existence,Birth,Event,1952.1672164354904,2054.6032958638093,102.43607942831888,102.43607942831888,0.0,0
233,233,Existence,Birth,Event,1997.0167101031243,2067.1502833759687,70.13357327284426,70.13357327284426,0.0,1
234,234,Existence,Birth,Event,2030.1592881601675,2048.034131299969,17.874843139801317,17.874843139801317,0.0,0
235,235,Existence,Birth,Event,1984.8173554190348,2029.54146551112,44.72411009208502,44.72411009208502,0.0,1
236,236,Existence,Birth,Event,1882.3668848212476,1985.256495907458,102.88961108621064,102.88961108621064,0.0,1
237,237,Existence,Birth,Event,1994.535875136971,2065.351429426218,70.81555428924705,70.81555428924705,0.0,0
238,238,Existence,Birth,Event,2047.138439233262,2122.117344393716,74.9789051604538,74.9789051604538,0.0,1
239,239,Existence,Birth,Event,2016.6062194551675,2067.9287840691886,51.32256461402109,51.32256461402109,0.0,0
240,240,Existence,Birth,Event,1965.752177567629,2030.833385480444,65.0812079128149,65.0812079128149,0.0,0
241,241,Existence,Birth,Event,1838.1533299911096,1912.4953178892265,74.34198789811649,74.34198789811649,0.0,1
242,242,Existence,Birth,Event,1998.627026823476,2074.8901001069416,76.26307328346554,76.26307328346554,0.0,1
243,243,Existence,Birth,Event,2018.6030781719987,2126.512540661831,107.90946248983204,107.90946248983204,0.0,0
244,244,Existence,Birth,Event,1990.334502570039,2075.105683377322,84.77118080728307,84.77118080728307,0.0,1
245,245,Existence,Birth,Event,2043.9866870179408,2087.98311081472,43.99642379677945,43.99642379677945,0.0,1
246,246,Existence,Birth,Event,1969.14370536144,2050.590458177234,81.44675281579379,81.44675281579379,0.0,0
247,247,Existence,Birth,Event,1929.293806469018,1983.9638899442364,54.670083475218206,54.670083475218206,0.0,0
248,248,Existence,Birth,Event,1954.281394334716,2039.4038936671927,85.12249933247702,85.12249933247702,0.0,1
249,249,Existence,Birth,Event,1982.5250022808425,2061.5109298305883,78.98592754974563,78.98592754974563,0.0,1
250,250,Existence,Birth,Event,2025.2764251271217,2082.4729575565398,57.19653242941773,57.19653242941773,0.0,1
251,251,Existence,Birth,Event,1874.8376933211364,1955.035398598907,80.19770527777072,80.19770527777072,0.0,1
252,252,Existence,Birth,Event,1995.6151199849023,2045.4167331567444,49.80161317184182,49.80161317184182,0.0,0
253,253,Existence,Birth,Event,1863.961728043832,1900.982753038025,37.02102499419307,37.02102499419307,0.0,1
254,254,Existence,Birth,Event,1964.7712199975688,2041.7670713644347,76.99585136686547,76.99585136686547,0.0,1
255,255,Existence,Birth,Event,1949.1415176560836,2059.043106752503,109.90158909641964,109.90158909641964,0.0,1
