,canton_residence,urban,canton_work,Income,hh_income,employment_status,education_status,has_license,car_available,has_ga,age,gender
432,24.0,0.0,24.0,5640.731793317219,3,1.0,0.0,0,0.0,0.0,36.9041440466292,1.0
433,1.0,1.0,1.0,4055.002905296187,3,1.0,0.0,1,1.0,0.0,60.20375708704569,0.0
444,19.0,1.0,2.0,3556.1809573869873,2,1.0,0.0,1,0.0,0.0,57.17869077519799,1.0
460,23.0,1.0,,,,4.0,1.0,0,0.0,0.0,14.177914400522695,0.0
468,2.0,1.0,2.0,11123.486626620077,6,1.0,0.0,1,1.0,0.0,36.30110382296084,1.0
470,18.0,1.0,,,,2.0,0.0,1,1.0,0.0,26.064606243594426,1.0
473,1.0,1.0,1.0,10069.72794855405,6,1.0,0.0,0,0.0,0.0,21.519349955423195,1.0
488,2.0,0.0,,,,4.0,1.0,0,0.0,0.0,14.73731399624603,1.0
491,1.0,1.0,1.0,2280.2779191734135,2,1.0,0.0,1,1.0,0.0,65.46047399844952,0.0
496,9.0,1.0,,,,2.0,1.0,0,0.0,0.0,17.415129550431175,0.0
498,24.0,1.0,,,,4.0,1.0,0,0.0,0.0,13.24650768350125,1.0
502,22.0,1.0,22.0,4091.1756021069386,3,2.0,0.0,1,0.0,0.0,29.233364168015896,0.0
507,17.0,1.0,,,,4.0,1.0,0,0.0,1.0,10.112159698494906,0.0
511,10.0,1.0,23.0,3884.0596875679425,2,5.0,0.0,0,0.0,0.0,65.87056671433106,0.0
516,24.0,0.0,24.0,5303.653758067527,3,5.0,0.0,1,1.0,0.0,81.6675467001512,1.0
520,13.0,1.0,13.0,3147.8251900368514,2,1.0,0.0,1,0.0,0.0,45.34854043376549,0.0
535,2.0,1.0,2.0,6641.497800091265,4,2.0,0.0,1,0.0,0.0,55.107589021678905,1.0
561,18.0,1.0,18.0,2273.030328242543,2,1.0,0.0,1,1.0,0.0,45.088145733623605,0.0
568,19.0,0.0,19.0,14046.966928006803,8,5.0,0.0,0,0.0,0.0,73.22222895318714,0.0
582,1.0,1.0,1.0,19131.475875760192,9,1.0,0.0,1,1.0,0.0,57.306966364459186,0.0
585,20.0,1.0,,,,4.0,1.0,0,0.0,0.0,13.416360246367958,0.0
588,20.0,1.0,20.0,2458.9463904037593,2,2.0,0.0,1,0.0,0.0,60.14048356093599,0.0
591,21.0,1.0,21.0,3251.5889091228178,2,1.0,0.0,0,0.0,0.0,23.70614399205715,1.0
595,22.0,1.0,22.0,752.9340285660718,1,5.0,0.0,1,0.0,0.0,73.62710870369551,0.0
596,19.0,0.0,19.0,22008.76524553709,9,2.0,0.0,1,1.0,0.0,40.90218689207836,1.0
608,25.0,1.0,25.0,20520.97750043505,9,1.0,0.0,1,1.0,0.0,41.669346555377615,0.0
628,22.0,1.0,22.0,6090.685727164478,4,2.0,0.0,0,0.0,0.0,41.655795902222735,0.0
642,2.0,1.0,2.0,3781.3277178632393,2,5.0,0.0,1,0.0,0.0,77.86126399777709,0.0
649,14.0,1.0,14.0,217.11571306842524,1,2.0,0.0,1,0.0,0.0,57.45217113814715,0.0
665,22.0,1.0,22.0,11158.360287304668,6,5.0,0.0,0,0.0,0.0,72.76261357353837,0.0
668,1.0,1.0,1.0,11731.580215495887,6,1.0,0.0,1,0.0,0.0,35.689820195300854,0.0
671,17.0,1.0,,,,2.0,1.0,0,0.0,0.0,17.758092392452454,0.0
673,1.0,1.0,1.0,5604.142954324966,3,1.0,0.0,1,0.0,0.0,60.8408644663441,0.0
684,18.0,1.0,18.0,5948.863758719247,3,1.0,0.0,0,0.0,0.0,66.66108655347489,0.0
698,25.0,1.0,25.0,65511.314600817204,9,2.0,0.0,0,0.0,0.0,44.9093525938747,1.0
710,4.0,1.0,,,,2.0,1.0,0,0.0,0.0,15.090329199455937,1.0
716,21.0,1.0,,,,2.0,1.0,0,0.0,0.0,18.586053311516935,1.0
721,23.0,0.0,23.0,2446.402402962478,2,5.0,0.0,1,1.0,0.0,73.67810874724591,0.0
738,20.0,1.0,20.0,3180.150256345296,2,2.0,0.0,1,1.0,0.0,61.37037594130311,1.0
741,10.0,0.0,2.0,8144.4256529859285,5,5.0,0.0,1,0.0,0.0,74.09127427848239,1.0
749,18.0,0.0,18.0,791.3367938329525,1,1.0,1.0,0,0.0,0.0,18.494354034847902,1.0
763,11.0,1.0,11.0,3327.287759978487,2,1.0,0.0,1,1.0,0.0,31.56539169718394,0.0
771,11.0,1.0,,,,4.0,1.0,0,0.0,0.0,14.152180519941567,0.0
775,17.0,0.0,17.0,607.7102791801285,1,1.0,0.0,1,1.0,0.0,52.684961662673004,1.0
781,2.0,1.0,2.0,1681.1027893650078,1,2.0,0.0,0,0.0,0.0,18.899242564771157,1.0
787,24.0,1.0,3.0,8478.240243120053,5,2.0,0.0,1,0.0,0.0,59.24754680330875,1.0
791,22.0,1.0,22.0,8958.469019742044,5,2.0,0.0,1,0.0,0.0,41.75186259893894,1.0
800,22.0,1.0,22.0,1114.6174094953192,1,1.0,0.0,1,0.0,0.0,51.97034479965191,0.0
805,2.0,1.0,22.0,3235.4303385806843,2,2.0,0.0,0,0.0,0.0,62.32990060072325,0.0
810,3.0,1.0,3.0,14424.143193790671,8,2.0,0.0,1,0.0,0.0,59.58976343227869,1.0
813,2.0,1.0,2.0,1533.773620704501,1,1.0,0.0,1,1.0,0.0,31.696335219569164,0.0
816,19.0,1.0,1.0,5487.394182674558,3,5.0,0.0,0,0.0,0.0,68.37781604885276,1.0
818,20.0,0.0,,,,4.0,1.0,0,0.0,0.0,8.453121279226707,1.0
834,17.0,1.0,17.0,5998.268606290088,3,1.0,0.0,1,1.0,0.0,55.80760258795931,0.0
835,2.0,1.0,2.0,2831.969585662035,2,5.0,0.0,1,1.0,0.0,73.88159874718099,0.0
844,2.0,1.0,2.0,3350.2701545627006,2,1.0,0.0,0,0.0,0.0,49.89588014615197,1.0
871,19.0,1.0,19.0,7369.417140899336,4,2.0,0.0,0,0.0,0.0,49.02443771706112,0.0
888,1.0,1.0,1.0,30468.43007134655,9,2.0,0.0,1,0.0,0.0,47.71524091738229,1.0
889,1.0,1.0,1.0,2161.2337958074463,2,1.0,0.0,1,0.0,0.0,51.3807158358311,0.0
894,1.0,1.0,1.0,4143.610540297771,3,5.0,0.0,1,1.0,0.0,65.4713759735921,0.0
907,19.0,1.0,19.0,11402.717869701863,6,2.0,0.0,0,0.0,0.0,44.85042252744802,1.0
912,2.0,1.0,1.0,7081.752755276635,4,2.0,0.0,1,0.0,0.0,47.738353934563975,0.0
918,6.0,0.0,3.0,3216.3514916414233,2,1.0,0.0,0,0.0,0.0,47.12932917099192,0.0
930,25.0,1.0,25.0,4058.74100107858,3,1.0,0.0,0,0.0,0.0,32.46569875728642,0.0
943,3.0,0.0,3.0,7510.227505213823,4,1.0,0.0,1,1.0,0.0,47.59807814670671,1.0
949,15.0,1.0,,,,2.0,1.0,0,0.0,0.0,17.599820669221117,1.0
953,2.0,1.0,2.0,1018.5624473317666,1,1.0,0.0,0,0.0,0.0,24.805585871175936,1.0
957,9.0,1.0,9.0,20480.784826096133,9,5.0,0.0,1,1.0,0.0,79.48573498294718,1.0
970,1.0,1.0,1.0,7094.5042351851025,4,5.0,0.0,0,0.0,0.0,97.56042931987872,1.0
981,22.0,1.0,22.0,6446.710914116511,4,1.0,0.0,1,0.0,0.0,51.52439161604525,0.0
986,14.0,1.0,14.0,1112.5798973331318,1,1.0,0.0,0,0.0,0.0,52.090052966026406,1.0
988,1.0,1.0,2.0,6052.852870095965,4,1.0,0.0,0,0.0,0.0,19.48047247624845,0.0
994,18.0,0.0,17.0,5471.783089408122,3,2.0,0.0,1,0.0,1.0,36.92087698642695,1.0
997,1.0,1.0,1.0,23066.6942678144,9,2.0,0.0,1,1.0,0.0,45.78594448303829,1.0
1004,22.0,1.0,22.0,666.7714761295921,1,1.0,0.0,1,1.0,0.0,43.87375687322606,1.0
1011,17.0,1.0,17.0,20655.161635239754,9,2.0,0.0,1,1.0,0.0,57.253692865368066,0.0
1016,5.0,1.0,1.0,10094.280997492597,6,1.0,0.0,1,1.0,0.0,30.03588382418502,0.0
1018,11.0,1.0,,,,2.0,0.0,0,0.0,1.0,21.44684029731502,0.0
1021,11.0,1.0,2.0,3077.4439390498483,2,5.0,0.0,1,0.0,0.0,66.48605399155758,1.0
1023,25.0,1.0,17.0,6537.409786972422,4,2.0,0.0,1,0.0,0.0,33.56453566179994,0.0
1030,17.0,1.0,,,,4.0,1.0,0,0.0,0.0,8.801892105335128,0.0
1040,18.0,1.0,18.0,15576.927481604733,8,1.0,0.0,1,1.0,1.0,45.786814569405124,0.0
1066,19.0,0.0,19.0,2796.5466187783472,2,1.0,0.0,1,0.0,0.0,52.73212001170691,0.0
1069,25.0,1.0,,,,4.0,1.0,0,0.0,0.0,11.557911462562743,1.0
1076,3.0,0.0,3.0,5627.855437412738,3,1.0,0.0,1,1.0,0.0,23.616140030216002,0.0
1077,21.0,1.0,21.0,830.0030976611779,1,2.0,0.0,1,1.0,0.0,39.63618609247169,1.0
1078,23.0,1.0,23.0,8681.609768267994,5,5.0,0.0,1,0.0,1.0,82.75439182909327,0.0
1092,1.0,1.0,5.0,5474.468536875032,3,1.0,0.0,1,0.0,0.0,36.52108834199771,0.0
1103,1.0,1.0,1.0,784.2346633955335,1,1.0,0.0,1,0.0,0.0,41.8110337654457,1.0
1108,1.0,1.0,1.0,21572.783823850143,9,2.0,0.0,1,1.0,0.0,56.116646292288806,1.0
1113,1.0,1.0,4.0,2393.0448265340624,2,1.0,0.0,0,0.0,1.0,23.509646357895008,1.0
1121,17.0,1.0,17.0,1846.265396078743,1,1.0,0.0,1,0.0,0.0,37.2262039363809,1.0
1125,1.0,1.0,1.0,2822.821674181512,2,1.0,0.0,1,0.0,0.0,52.069209646329,1.0
1129,20.0,0.0,20.0,4114.5280523100055,3,2.0,0.0,0,0.0,1.0,20.95860732948563,0.0
1144,1.0,1.0,1.0,1133.9899507721443,1,1.0,0.0,1,0.0,0.0,38.02279659291594,1.0
1148,17.0,1.0,17.0,3893.9830828972877,2,1.0,0.0,1,1.0,0.0,22.34769124606123,0.0
1153,25.0,1.0,,,,4.0,1.0,0,0.0,0.0,13.018312790017944,0.0
1164,1.0,1.0,1.0,7919.020715343835,4,5.0,0.0,1,1.0,0.0,66.30307874828964,1.0
1174,3.0,1.0,3.0,4571.270845297084,3,1.0,0.0,0,0.0,0.0,44.07024200936007,0.0
1194,22.0,1.0,22.0,6896.762141764486,4,1.0,0.0,1,0.0,0.0,29.910728074712097,1.0
1199,25.0,1.0,25.0,11307.634383705696,6,1.0,0.0,0,0.0,0.0,39.48191634363798,0.0
1201,2.0,1.0,2.0,3794.7638583810453,2,5.0,0.0,1,0.0,0.0,83.77597236216798,0.0
1202,17.0,1.0,17.0,8201.751394460818,5,2.0,0.0,1,1.0,0.0,43.26422001786409,1.0
1224,12.0,1.0,2.0,3193.982705106978,2,2.0,0.0,1,0.0,0.0,35.35291422580303,1.0
1228,25.0,1.0,2.0,5849.535898625836,3,5.0,0.0,1,0.0,0.0,68.6391206063081,1.0
1231,10.0,0.0,,,,4.0,1.0,0,0.0,0.0,10.290721464684111,1.0
1241,3.0,0.0,3.0,11584.095541920855,6,1.0,0.0,1,1.0,0.0,45.48302510081203,0.0
1260,19.0,1.0,19.0,421.8239639031764,1,2.0,0.0,1,1.0,0.0,49.58214569062329,0.0
1263,2.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.122054227009585,0.0
1274,10.0,1.0,10.0,2563.248063481963,2,1.0,0.0,1,1.0,0.0,55.46787360521762,1.0
1278,17.0,0.0,1.0,9627.195386189263,5,5.0,0.0,1,0.0,0.0,72.76534363426322,1.0
1287,17.0,1.0,17.0,10759.677821155601,6,1.0,0.0,1,1.0,0.0,32.564488678196085,1.0
1298,2.0,1.0,2.0,3945.622028908405,2,5.0,0.0,1,0.0,0.0,69.76690492594048,1.0
1301,21.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.8789457890584345,0.0
1306,23.0,0.0,23.0,3090.5830707342398,2,1.0,0.0,1,1.0,0.0,33.910671465943096,1.0
1314,13.0,1.0,13.0,8534.804938851734,5,1.0,1.0,0,0.0,0.0,18.565749842917285,1.0
1321,1.0,1.0,1.0,1045.6686170607813,1,2.0,0.0,0,0.0,0.0,61.31618459003471,0.0
1323,1.0,1.0,1.0,1494.1527209491137,1,1.0,0.0,0,0.0,0.0,55.84901255339196,1.0
1332,1.0,1.0,,,,4.0,1.0,0,0.0,0.0,13.93722584826105,0.0
1340,17.0,1.0,17.0,23231.122318092344,9,1.0,0.0,1,1.0,0.0,52.08518143136166,0.0
1344,14.0,1.0,14.0,4359.820736051873,3,1.0,0.0,0,0.0,0.0,41.27068064335208,1.0
1355,22.0,1.0,22.0,8883.004637765314,5,1.0,0.0,1,0.0,0.0,37.315710916508806,1.0
1356,13.0,1.0,13.0,3137.5654750406575,2,5.0,0.0,1,0.0,0.0,69.43330942478792,0.0
1366,11.0,1.0,11.0,3153.903061018062,2,1.0,0.0,1,1.0,1.0,25.31983661460731,1.0
1367,13.0,1.0,19.0,2597.0254258973205,2,2.0,0.0,1,0.0,0.0,38.6557877480011,1.0
1380,20.0,1.0,20.0,5660.050353111379,3,2.0,0.0,1,0.0,0.0,47.70276009529971,1.0
1386,22.0,0.0,22.0,3287.361356031109,2,2.0,0.0,0,0.0,0.0,29.089882981681512,0.0
1395,13.0,1.0,13.0,3570.724479537932,2,2.0,0.0,0,0.0,0.0,45.699534113867685,0.0
1405,19.0,1.0,1.0,3130.4551022116457,2,1.0,0.0,0,0.0,0.0,31.29863273978549,0.0
1419,1.0,1.0,1.0,3661.2594289525528,2,5.0,0.0,1,0.0,0.0,86.07940463133309,1.0
1434,1.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.334052938178729,1.0
1447,21.0,1.0,,,,4.0,1.0,0,0.0,0.0,11.022946558137619,0.0
1453,2.0,1.0,23.0,5063.262364392015,3,2.0,0.0,1,0.0,0.0,62.28445228230771,1.0
1460,25.0,1.0,2.0,4525.952316449387,3,5.0,0.0,1,0.0,0.0,73.28760757236273,1.0
1464,23.0,1.0,,,,2.0,1.0,0,0.0,1.0,15.283428603027005,1.0
1470,24.0,1.0,,,,4.0,1.0,0,0.0,0.0,8.014414749788102,1.0
1471,17.0,1.0,20.0,3484.9780957037947,2,2.0,1.0,0,0.0,0.0,18.235097391150703,0.0
1473,2.0,1.0,2.0,1053.7320798068836,1,2.0,0.0,1,1.0,0.0,38.53260541567124,0.0
1494,1.0,1.0,1.0,3662.230944007602,2,2.0,0.0,1,0.0,0.0,42.49702122202393,1.0
1495,1.0,1.0,1.0,3241.511712953987,2,2.0,0.0,1,1.0,0.0,52.84025192408967,0.0
1499,10.0,1.0,10.0,18995.43342079355,9,2.0,0.0,1,1.0,0.0,52.01308643689549,0.0
1500,24.0,0.0,,,,2.0,1.0,0,0.0,0.0,16.310322179733703,1.0
1504,2.0,0.0,13.0,1778.3846864544769,1,1.0,0.0,1,0.0,0.0,54.04302660101598,1.0
1507,1.0,1.0,,,,4.0,1.0,0,0.0,0.0,9.37695360489829,0.0
1517,20.0,1.0,19.0,4248.291967223233,3,1.0,0.0,1,0.0,0.0,42.179818590091145,1.0
1524,9.0,1.0,,,,4.0,1.0,0,0.0,0.0,11.982547273481032,0.0
1525,17.0,0.0,,,,2.0,1.0,0,0.0,0.0,20.530477020018907,0.0
1536,23.0,0.0,23.0,6897.18105505211,4,1.0,0.0,1,0.0,0.0,49.68550761715869,0.0
1538,1.0,1.0,1.0,1737.3304582676553,1,1.0,0.0,1,1.0,0.0,30.033806876001563,1.0
1546,10.0,1.0,10.0,13798.424715191815,7,2.0,0.0,0,0.0,0.0,41.59030033423801,0.0
1557,3.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.309977425064062,0.0
1563,9.0,1.0,9.0,3253.501434831269,2,1.0,0.0,0,0.0,0.0,48.23354932504549,0.0
1569,22.0,0.0,22.0,416.333716685594,1,5.0,0.0,1,1.0,0.0,82.15324160293767,1.0
1574,13.0,1.0,13.0,1987.3502428322724,1,2.0,0.0,1,0.0,0.0,26.10671001784476,1.0
1583,22.0,1.0,,,,2.0,0.0,0,0.0,0.0,16.032736761155093,0.0
1586,2.0,1.0,,,,4.0,1.0,0,0.0,0.0,12.06819204971248,1.0
1589,1.0,1.0,1.0,4573.668093408694,3,1.0,0.0,1,1.0,0.0,46.88568561334591,0.0
1609,21.0,1.0,,,,4.0,1.0,0,0.0,0.0,9.984714046153613,0.0
1613,3.0,0.0,3.0,1412.9713208632954,1,1.0,0.0,1,0.0,0.0,25.563845561312064,0.0
1626,25.0,1.0,25.0,1129.7595095372783,1,5.0,0.0,1,1.0,0.0,84.31977206746001,0.0
1631,19.0,1.0,19.0,2729.5080987737765,2,1.0,0.0,1,0.0,0.0,27.556721493145915,0.0
1638,1.0,1.0,24.0,3260.9830877761096,2,1.0,0.0,1,0.0,1.0,31.340201263743893,1.0
1639,1.0,1.0,1.0,8712.752954551466,5,1.0,0.0,1,1.0,0.0,57.369535694687556,1.0
1644,1.0,1.0,1.0,61206.543643695,9,1.0,0.0,0,0.0,0.0,53.23386233099836,0.0
1645,23.0,1.0,23.0,567.4025078720437,1,5.0,0.0,1,1.0,0.0,73.01008771082275,1.0
1647,25.0,1.0,21.0,7763.347682497755,4,1.0,0.0,1,0.0,0.0,31.660185819948765,0.0
1649,1.0,1.0,1.0,2694.739645014621,2,2.0,0.0,1,0.0,0.0,51.25670603396725,0.0
1665,23.0,1.0,23.0,756.1369662762567,1,1.0,0.0,1,1.0,0.0,53.85419744141359,0.0
1669,19.0,0.0,19.0,14949.271758596735,8,1.0,0.0,1,1.0,0.0,28.492754193097653,1.0
1673,1.0,1.0,1.0,1286.7325479312888,1,1.0,0.0,1,1.0,0.0,43.52852068949301,1.0
1677,26.0,1.0,2.0,1172.3006441806606,1,5.0,0.0,1,1.0,0.0,70.74813290470729,0.0
1687,17.0,1.0,1.0,3798.687003929491,2,2.0,0.0,0,0.0,0.0,25.789981732883007,1.0
1690,3.0,1.0,19.0,5997.627305345187,3,2.0,0.0,0,0.0,0.0,55.945974450251924,1.0
1691,25.0,1.0,25.0,5332.631818999856,3,1.0,0.0,1,1.0,0.0,48.973498325091896,0.0
1723,12.0,1.0,,,,4.0,1.0,0,0.0,0.0,12.314441660919101,1.0
1738,2.0,1.0,23.0,15433.857386201214,8,5.0,0.0,1,0.0,0.0,78.38442526653353,0.0
1742,19.0,1.0,19.0,2544.812050954245,2,1.0,0.0,1,1.0,0.0,34.28581209249592,1.0
1743,12.0,1.0,12.0,1789.8507624075032,1,1.0,0.0,1,1.0,0.0,29.894033398905094,0.0
1749,9.0,1.0,,,,2.0,1.0,0,0.0,0.0,15.526960717399106,1.0
1756,19.0,1.0,,,,4.0,1.0,0,0.0,0.0,12.323489291843089,1.0
1759,1.0,1.0,1.0,1089.8279190207948,1,2.0,0.0,1,1.0,0.0,51.890555099847916,1.0
1763,11.0,1.0,11.0,4016.254896381814,3,5.0,0.0,1,0.0,0.0,73.09766683462794,1.0
1767,1.0,1.0,1.0,3166.555832374511,2,1.0,0.0,1,0.0,0.0,62.60345421926081,1.0
1772,17.0,1.0,2.0,4287.8978236513,3,1.0,0.0,1,0.0,0.0,48.54014925266506,1.0
1779,23.0,1.0,23.0,14466.649807832506,8,1.0,0.0,1,1.0,1.0,59.70950668333694,1.0
1785,11.0,1.0,11.0,5664.652131984643,3,1.0,0.0,1,0.0,0.0,65.17146672810918,1.0
1789,1.0,1.0,1.0,9090.59020338122,5,1.0,0.0,1,1.0,0.0,48.05601080662791,1.0
1791,22.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.630025533127082,1.0
1794,19.0,1.0,19.0,4871.959964826831,3,1.0,0.0,1,0.0,0.0,30.375271604406407,1.0
1802,2.0,0.0,2.0,2862.334152105783,2,1.0,0.0,1,1.0,0.0,24.358165745281212,0.0
1820,19.0,1.0,19.0,4685.0574200952215,3,1.0,0.0,1,1.0,0.0,52.885061740038054,1.0
1825,24.0,1.0,24.0,9346.70940914392,5,5.0,0.0,1,0.0,0.0,85.88945111289968,1.0
1829,22.0,1.0,22.0,3947.205941122596,2,5.0,0.0,1,1.0,0.0,69.90422757832448,1.0
1832,1.0,1.0,1.0,11982.858421125133,6,5.0,0.0,1,0.0,1.0,65.33950148747931,0.0
1836,2.0,1.0,2.0,3120.803200634349,2,2.0,0.0,0,0.0,0.0,50.54372281305109,0.0
1857,25.0,1.0,,,,4.0,1.0,0,0.0,0.0,7.406963285929578,0.0
1858,3.0,1.0,19.0,3603.448170257391,2,5.0,0.0,1,0.0,0.0,67.14634912595648,0.0
1862,22.0,1.0,22.0,5062.437476249319,3,1.0,0.0,1,1.0,0.0,44.78830985590639,1.0
1872,10.0,1.0,10.0,5346.194592729484,3,1.0,0.0,1,1.0,0.0,33.821929653385496,0.0
1876,23.0,1.0,23.0,13399.671207629728,7,2.0,0.0,1,1.0,0.0,60.57034942001246,0.0
1880,1.0,1.0,1.0,24042.46001860411,9,2.0,0.0,1,1.0,0.0,48.50173154563913,0.0
